laudo,linha_texto,secao_detectada,item_detectado,status_original,categoria_sugerida,prioridade_sugerida,observacao_extraida,responsavel,status_correcao,evidencia_correcao,data_limite,status_original_norm,escola_curta,is_open,disciplina_detectada,is_arquitetura,status_exibicao,tipo_trabalho,complexidade,dono_sugerido,pacote_entrega,acao_sugerida,esforco_score,tags_operacionais,o_que_fazer,como_no_revit,evidencia_esperada,imagem_preview_relpath,imagem_origem_pdf,imagem_origem_pagina,imagem_confianca,problema_resumo
1° PARECER_JUNT - 001-2026 - VÁRZEA GRANDE - E E JARDIM GLÓRIA,2670,MATERIAL FASE CONFORME,,NÃO,cobertura_quadra,P2,Identificação de todos os perfis PROJ. NÃO Quadra poliesportiva: Em conformidade. utilizados BÁSICO Coberturas intermediárias: Não foi apresentado projeto de cobertura intermediárias.,,aberto,,,NAO,VÁRZEA GRANDE - E E JARDIM GLÓRIA,True,arquitetura,true,ativo_arquitetura,triagem,E1 rápido,arquitetura,cobertura/quadra,triagem técnica,1,cobertura/quadra,Fazer triagem técnica e definir ação objetiva para fechar o apontamento.,"No Revit 2025: abra a vista da prancha afetada, ajuste cotas/legenda/carimbo, valide em planta+corte e reexporte PDF da revisão.",Prancha/PDF revisado com item rastreável e observação de fechamento.,assets/previews/1° PARECER_JUNT - 001-2026 - VÁRZEA GRANDE - E E JARDIM GLÓRIA__p042.jpg,1° PARECER_JUNT - 001-2026 - VÁRZEA GRANDE - E E JARDIM GLÓRIA,42,alta,Identificação de todos os perfis PROJ. NÃO Quadra poliesportiva: Em conformidade. utilizados BÁSICO Coberturas intermediárias: Não foi apresentado projeto de cobertura intermediárias.
1° PARECER_JUNT - 001-2026 - VÁRZEA GRANDE - E E JARDIM GLÓRIA,2696,MATERIAL FASE CONFORME,,N/A,triagem_manual,P3,"PROJ. internas (soldadas e/ou N/A Deverá ser apresentado junto ao projeto executivo. EXECUTIVO parafusadas) Bloco educacional: Atendido parcialmente, todos os elementos estão representados na vista, porém não possui identificação.",,futuro_executivo_ou_nao_aplica,,,N/A,VÁRZEA GRANDE - E E JARDIM GLÓRIA,False,outros,false,desativado_nao_arquitetura,triagem,E1 rápido,arquitetura,orçamento/executivo,triagem técnica,0,orçamento/executivo,Fazer triagem técnica e definir ação objetiva para fechar o apontamento.,"No Revit 2025: validar item na vista correspondente, corrigir modelo/prancha e reemitir PDF de revisão.",Prancha/PDF revisado com item rastreável e observação de fechamento.,assets/previews/1° PARECER_JUNT - 001-2026 - VÁRZEA GRANDE - E E JARDIM GLÓRIA__p042.jpg,1° PARECER_JUNT - 001-2026 - VÁRZEA GRANDE - E E JARDIM GLÓRIA,42,alta,"PROJ. internas (soldadas e/ou N/A Deverá ser apresentado junto ao projeto executivo. EXECUTIVO parafusadas) Bloco educacional: Atendido parcialmente, todos os elementos estão representados na vista, porém não possui identificação."
1° PARECER_JUNT - 001-2026 - VÁRZEA GRANDE - E E JARDIM GLÓRIA,2708,MATERIAL FASE CONFORME,,NÃO,cobertura_quadra,P2,"Perspectiva 3D da estrutura com PROJ. NÃO identificação de todos os elementos BÁSICO Quadra poliesportiva: Atendido parcialmente, todos os elementos estão representados na vista, porém não possui identificação. Coberturas intermediárias: Não foi apresentado projeto de cobertura",,aberto,,,NAO,VÁRZEA GRANDE - E E JARDIM GLÓRIA,True,estrutura,false,desativado_nao_arquitetura,triagem,E1 rápido,arquitetura,cobertura/quadra,triagem técnica,2,cobertura/quadra;estrutura,Fazer triagem técnica e definir ação objetiva para fechar o apontamento.,"No Revit 2025: revise vistas estruturais, verifique host/níveis e inconsistências entre detalhamento e implantação, depois reemitir folhas estruturais.",Prancha/PDF revisado com item rastreável e observação de fechamento.,assets/previews/1° PARECER_JUNT - 001-2026 - VÁRZEA GRANDE - E E JARDIM GLÓRIA__p042.jpg,1° PARECER_JUNT - 001-2026 - VÁRZEA GRANDE - E E JARDIM GLÓRIA,42,alta,"Perspectiva 3D da estrutura com PROJ. NÃO identificação de todos os elementos BÁSICO Quadra poliesportiva: Atendido parcialmente, todos os elementos estão representados na vista, porém não possui identificação. Coberturas intermediárias: Não foi apresentado pr"
1° PARECER_JUNT - 001-2026 - VÁRZEA GRANDE - E E JARDIM GLÓRIA,2724,MATERIAL FASE CONFORME,,NÃO,cobertura_quadra,P2,PROJ. Planta de cobertura NÃO Quadra poliesportiva: Em conformidade. BÁSICO Coberturas intermediárias: Não foi apresentado projeto de cobertura intermediárias.,,aberto,,,NAO,VÁRZEA GRANDE - E E JARDIM GLÓRIA,True,arquitetura,true,ativo_arquitetura,triagem,E1 rápido,arquitetura,cobertura/quadra,triagem técnica,1,cobertura/quadra,Fazer triagem técnica e definir ação objetiva para fechar o apontamento.,"No Revit 2025: abra a vista da prancha afetada, ajuste cotas/legenda/carimbo, valide em planta+corte e reexporte PDF da revisão.",Prancha/PDF revisado com item rastreável e observação de fechamento.,assets/previews/1° PARECER_JUNT - 001-2026 - VÁRZEA GRANDE - E E JARDIM GLÓRIA__p042.jpg,1° PARECER_JUNT - 001-2026 - VÁRZEA GRANDE - E E JARDIM GLÓRIA,42,alta,PROJ. Planta de cobertura NÃO Quadra poliesportiva: Em conformidade. BÁSICO Coberturas intermediárias: Não foi apresentado projeto de cobertura intermediárias.
1° PARECER_JUNT - 001-2026 - VÁRZEA GRANDE - E E JARDIM GLÓRIA,2732,MATERIAL FASE CONFORME,,N/A,triagem_manual,P3,PROJ. Detalhe das ligações e fixações N/A Deverá ser apresentado junto ao projeto executivo. EXECUTIVO Página 65 de 73,,futuro_executivo_ou_nao_aplica,,,N/A,VÁRZEA GRANDE - E E JARDIM GLÓRIA,False,outros,false,desativado_nao_arquitetura,triagem,E1 rápido,arquitetura,orçamento/executivo,triagem técnica,0,orçamento/executivo,Fazer triagem técnica e definir ação objetiva para fechar o apontamento.,"No Revit 2025: validar item na vista correspondente, corrigir modelo/prancha e reemitir PDF de revisão.",Prancha/PDF revisado com item rastreável e observação de fechamento.,assets/previews/1° PARECER_JUNT - 001-2026 - VÁRZEA GRANDE - E E JARDIM GLÓRIA__p042.jpg,1° PARECER_JUNT - 001-2026 - VÁRZEA GRANDE - E E JARDIM GLÓRIA,42,alta,PROJ. Detalhe das ligações e fixações N/A Deverá ser apresentado junto ao projeto executivo. EXECUTIVO Página 65 de 73
1° PARECER_JUNT - 001-2026 - VÁRZEA GRANDE - E E JARDIM GLÓRIA,2739,MATERIAL FASE CONFORME,,N/A,cobertura_quadra,P3,PROJ. Detalhe de fixação do telhamento N/A Deverá ser apresentado junto ao projeto executivo. EXECUTIVO PROJ. Detalhamento da calha N/A Deverá ser apresentado junto ao projeto executivo. EXECUTIVO,,futuro_executivo_ou_nao_aplica,,,N/A,VÁRZEA GRANDE - E E JARDIM GLÓRIA,False,arquitetura,true,ativo_arquitetura,triagem,E1 rápido,arquitetura,cobertura/quadra,triagem técnica,0,cobertura/quadra;orçamento/executivo,Fazer triagem técnica e definir ação objetiva para fechar o apontamento.,"No Revit 2025: abra a vista da prancha afetada, ajuste cotas/legenda/carimbo, valide em planta+corte e reexporte PDF da revisão.",Prancha/PDF revisado com item rastreável e observação de fechamento.,assets/previews/1° PARECER_JUNT - 001-2026 - VÁRZEA GRANDE - E E JARDIM GLÓRIA__p042.jpg,1° PARECER_JUNT - 001-2026 - VÁRZEA GRANDE - E E JARDIM GLÓRIA,42,alta,PROJ. Detalhe de fixação do telhamento N/A Deverá ser apresentado junto ao projeto executivo. EXECUTIVO PROJ. Detalhamento da calha N/A Deverá ser apresentado junto ao projeto executivo. EXECUTIVO
1° PARECER_JUNT - 001-2026 - VÁRZEA GRANDE - E E JARDIM GLÓRIA,2742,MATERIAL FASE CONFORME,,N/A,cobertura_quadra,P3,"PROJ. Detalhamento da calha N/A Deverá ser apresentado junto ao projeto executivo. EXECUTIVO Deverá ser apresentado junto ao projeto executivo. No projeto do bloco educacional, nota-se a ausência completa de contraventamento, o que compromete a estabilidade global da estrutura e",,futuro_executivo_ou_nao_aplica,,,N/A,VÁRZEA GRANDE - E E JARDIM GLÓRIA,False,estrutura,false,desativado_nao_arquitetura,triagem,E1 rápido,arquitetura,cobertura/quadra,triagem técnica,0,cobertura/quadra;estrutura;orçamento/executivo,Fazer triagem técnica e definir ação objetiva para fechar o apontamento.,"No Revit 2025: revise vistas estruturais, verifique host/níveis e inconsistências entre detalhamento e implantação, depois reemitir folhas estruturais.",Prancha/PDF revisado com item rastreável e observação de fechamento.,assets/previews/1° PARECER_JUNT - 001-2026 - VÁRZEA GRANDE - E E JARDIM GLÓRIA__p042.jpg,1° PARECER_JUNT - 001-2026 - VÁRZEA GRANDE - E E JARDIM GLÓRIA,42,alta,"PROJ. Detalhamento da calha N/A Deverá ser apresentado junto ao projeto executivo. EXECUTIVO Deverá ser apresentado junto ao projeto executivo. No projeto do bloco educacional, nota-se a ausência completa de contraventamento, o que compromete a estabilidade gl"
1° PARECER_JUNT - 001-2026 - VÁRZEA GRANDE - E E JARDIM GLÓRIA,2750,MATERIAL FASE CONFORME,,N/A,cobertura_quadra,P3,"PROJ. Detalhe contraventamento N/A O detalhamento da fixação do contraventamento deverá ser apresentado EXECUTIVO apenas na fase de projeto executivo. Entretanto, as plantas de cobertura entregues na fase de projeto básico deverão conter a indicação da existência e da disposição do contraventamento, caso contrário, deverá ser",,futuro_executivo_ou_nao_aplica,,,N/A,VÁRZEA GRANDE - E E JARDIM GLÓRIA,False,arquitetura,true,ativo_arquitetura,triagem,E1 rápido,arquitetura,cobertura/quadra,triagem técnica,0,cobertura/quadra;orçamento/executivo,Fazer triagem técnica e definir ação objetiva para fechar o apontamento.,"No Revit 2025: abra a vista da prancha afetada, ajuste cotas/legenda/carimbo, valide em planta+corte e reexporte PDF da revisão.",Prancha/PDF revisado com item rastreável e observação de fechamento.,assets/previews/1° PARECER_JUNT - 001-2026 - VÁRZEA GRANDE - E E JARDIM GLÓRIA__p042.jpg,1° PARECER_JUNT - 001-2026 - VÁRZEA GRANDE - E E JARDIM GLÓRIA,42,alta,"PROJ. Detalhe contraventamento N/A O detalhamento da fixação do contraventamento deverá ser apresentado EXECUTIVO apenas na fase de projeto executivo. Entretanto, as plantas de cobertura entregues na fase de projeto básico deverão conter a indicação da existên"
1° PARECER_JUNT - 001-2026 - VÁRZEA GRANDE - E E JARDIM GLÓRIA,2759,MATERIAL FASE CONFORME,,N/A,triagem_manual,P3,"PROJ. utilizados, placas, chumbadores e N/A Deverá ser apresentado junto ao projeto executivo. EXECUTIVO parafusos) Bloco educacional: Em conformidade.",,futuro_executivo_ou_nao_aplica,,,N/A,VÁRZEA GRANDE - E E JARDIM GLÓRIA,False,outros,false,desativado_nao_arquitetura,triagem,E1 rápido,arquitetura,orçamento/executivo,triagem técnica,0,orçamento/executivo,Fazer triagem técnica e definir ação objetiva para fechar o apontamento.,"No Revit 2025: validar item na vista correspondente, corrigir modelo/prancha e reemitir PDF de revisão.",Prancha/PDF revisado com item rastreável e observação de fechamento.,assets/previews/1° PARECER_JUNT - 001-2026 - VÁRZEA GRANDE - E E JARDIM GLÓRIA__p042.jpg,1° PARECER_JUNT - 001-2026 - VÁRZEA GRANDE - E E JARDIM GLÓRIA,42,alta,"PROJ. utilizados, placas, chumbadores e N/A Deverá ser apresentado junto ao projeto executivo. EXECUTIVO parafusos) Bloco educacional: Em conformidade."
1° PARECER_JUNT - 001-2026 - VÁRZEA GRANDE - E E JARDIM GLÓRIA,2768,MATERIAL FASE CONFORME,,NÃO,grafico_prancha;cobertura_quadra,P2,"PROJ. Tabelas, legendas e detalhes típicos NÃO Quadra poliesportiva: Em conformidade. BÁSICO Coberturas intermediárias: Não foi apresentado projeto de cobertura intermediárias.",,aberto,,,NAO,VÁRZEA GRANDE - E E JARDIM GLÓRIA,True,arquitetura,true,ativo_arquitetura,gráfico/prancha,E1 rápido,arquitetura,cobertura/quadra,corrigir prancha,1,cobertura/quadra,"Ajustar prancha (carimbo, legenda, cotas, representação, mapa) e republicar revisão da folha.","No Revit 2025: abra a vista da prancha afetada, ajuste cotas/legenda/carimbo, valide em planta+corte e reexporte PDF da revisão.",Prancha/PDF revisado com item rastreável e observação de fechamento.,assets/previews/1° PARECER_JUNT - 001-2026 - VÁRZEA GRANDE - E E JARDIM GLÓRIA__p042.jpg,1° PARECER_JUNT - 001-2026 - VÁRZEA GRANDE - E E JARDIM GLÓRIA,42,alta,"PROJ. Tabelas, legendas e detalhes típicos NÃO Quadra poliesportiva: Em conformidade. BÁSICO Coberturas intermediárias: Não foi apresentado projeto de cobertura intermediárias."
1° PARECER_JUNT - 001-2026 - VÁRZEA GRANDE - E E JARDIM GLÓRIA,2780,MATERIAL FASE CONFORME,,NÃO,cobertura_quadra,P2,PROJ. Vestiário: Não consta. NOTAS Características do material NÃO BÁSICO Quadra poliesportiva: Não consta. Coberturas intermediárias: Não foi apresentado projeto de cobertura,,aberto,,,NAO,VÁRZEA GRANDE - E E JARDIM GLÓRIA,True,arquitetura,true,ativo_arquitetura,triagem,E1 rápido,arquitetura,cobertura/quadra,triagem técnica,1,cobertura/quadra,Fazer triagem técnica e definir ação objetiva para fechar o apontamento.,"No Revit 2025: abra a vista da prancha afetada, ajuste cotas/legenda/carimbo, valide em planta+corte e reexporte PDF da revisão.",Prancha/PDF revisado com item rastreável e observação de fechamento.,assets/previews/1° PARECER_JUNT - 001-2026 - VÁRZEA GRANDE - E E JARDIM GLÓRIA__p042.jpg,1° PARECER_JUNT - 001-2026 - VÁRZEA GRANDE - E E JARDIM GLÓRIA,42,alta,PROJ. Vestiário: Não consta. NOTAS Características do material NÃO BÁSICO Quadra poliesportiva: Não consta. Coberturas intermediárias: Não foi apresentado projeto de cobertura
1° PARECER_JUNT - 001-2026 - VÁRZEA GRANDE - E E JARDIM GLÓRIA,2799,MATERIAL FASE CONFORME,,NÃO,cobertura_quadra,P2,PROJ. Carregamentos adotados NÃO BÁSICO Quadra poliesportiva: Não consta. Coberturas intermediárias: Não foi apresentado projeto de cobertura intermediárias.,,aberto,,,NAO,VÁRZEA GRANDE - E E JARDIM GLÓRIA,True,arquitetura,true,ativo_arquitetura,triagem,E1 rápido,arquitetura,cobertura/quadra,triagem técnica,1,cobertura/quadra,Fazer triagem técnica e definir ação objetiva para fechar o apontamento.,"No Revit 2025: abra a vista da prancha afetada, ajuste cotas/legenda/carimbo, valide em planta+corte e reexporte PDF da revisão.",Prancha/PDF revisado com item rastreável e observação de fechamento.,assets/previews/1° PARECER_JUNT - 001-2026 - VÁRZEA GRANDE - E E JARDIM GLÓRIA__p044.jpg,1° PARECER_JUNT - 001-2026 - VÁRZEA GRANDE - E E JARDIM GLÓRIA,44,alta,PROJ. Carregamentos adotados NÃO BÁSICO Quadra poliesportiva: Não consta. Coberturas intermediárias: Não foi apresentado projeto de cobertura intermediárias.
1° PARECER_JUNT - 001-2026 - VÁRZEA GRANDE - E E JARDIM GLÓRIA,2809,MATERIAL FASE CONFORME,,N/A,triagem_manual,P3,Instruções de ligação PROJ. N/A Deverá ser apresentado junto ao projeto executivo. soldada/parafusada EXECUTIVO PROJ. Instruções de soldagem N/A Deverá ser apresentado junto ao projeto executivo. EXECUTIVO,,futuro_executivo_ou_nao_aplica,,,N/A,VÁRZEA GRANDE - E E JARDIM GLÓRIA,False,outros,false,desativado_nao_arquitetura,triagem,E1 rápido,arquitetura,orçamento/executivo,triagem técnica,0,orçamento/executivo,Fazer triagem técnica e definir ação objetiva para fechar o apontamento.,"No Revit 2025: validar item na vista correspondente, corrigir modelo/prancha e reemitir PDF de revisão.",Prancha/PDF revisado com item rastreável e observação de fechamento.,assets/previews/1° PARECER_JUNT - 001-2026 - VÁRZEA GRANDE - E E JARDIM GLÓRIA__p044.jpg,1° PARECER_JUNT - 001-2026 - VÁRZEA GRANDE - E E JARDIM GLÓRIA,44,alta,Instruções de ligação PROJ. N/A Deverá ser apresentado junto ao projeto executivo. soldada/parafusada EXECUTIVO PROJ. Instruções de soldagem N/A Deverá ser apresentado junto ao projeto executivo. EXECUTIVO
1° PARECER_JUNT - 001-2026 - VÁRZEA GRANDE - E E JARDIM GLÓRIA,2812,MATERIAL FASE CONFORME,,N/A,triagem_manual,P3,PROJ. Instruções de soldagem N/A Deverá ser apresentado junto ao projeto executivo. EXECUTIVO Bloco educacional: Em conformidade. Refeitório: Em conformidade.,,futuro_executivo_ou_nao_aplica,,,N/A,VÁRZEA GRANDE - E E JARDIM GLÓRIA,False,outros,false,desativado_nao_arquitetura,triagem,E1 rápido,arquitetura,orçamento/executivo,triagem técnica,0,orçamento/executivo,Fazer triagem técnica e definir ação objetiva para fechar o apontamento.,"No Revit 2025: validar item na vista correspondente, corrigir modelo/prancha e reemitir PDF de revisão.",Prancha/PDF revisado com item rastreável e observação de fechamento.,assets/previews/1° PARECER_JUNT - 001-2026 - VÁRZEA GRANDE - E E JARDIM GLÓRIA__p044.jpg,1° PARECER_JUNT - 001-2026 - VÁRZEA GRANDE - E E JARDIM GLÓRIA,44,alta,PROJ. Instruções de soldagem N/A Deverá ser apresentado junto ao projeto executivo. EXECUTIVO Bloco educacional: Em conformidade. Refeitório: Em conformidade.
1° PARECER_JUNT - 001-2026 - VÁRZEA GRANDE - E E JARDIM GLÓRIA,2820,MATERIAL FASE CONFORME,,NÃO,cobertura_quadra,P2,PROJ. Indicação das escalas NÃO Quadra poliesportiva: Em conformidade. BÁSICO Coberturas intermediárias: Não foi apresentado projeto de cobertura intermediárias.,,aberto,,,NAO,VÁRZEA GRANDE - E E JARDIM GLÓRIA,True,arquitetura,true,ativo_arquitetura,gráfico/prancha,E1 rápido,arquitetura,cobertura/quadra,corrigir prancha,1,cobertura/quadra,"Ajustar prancha (carimbo, legenda, cotas, representação, mapa) e republicar revisão da folha.","No Revit 2025: abra a vista da prancha afetada, ajuste cotas/legenda/carimbo, valide em planta+corte e reexporte PDF da revisão.",Prancha/PDF revisado com item rastreável e observação de fechamento.,assets/previews/1° PARECER_JUNT - 001-2026 - VÁRZEA GRANDE - E E JARDIM GLÓRIA__p044.jpg,1° PARECER_JUNT - 001-2026 - VÁRZEA GRANDE - E E JARDIM GLÓRIA,44,alta,PROJ. Indicação das escalas NÃO Quadra poliesportiva: Em conformidade. BÁSICO Coberturas intermediárias: Não foi apresentado projeto de cobertura intermediárias.
1° PARECER_JUNT - 001-2026 - VÁRZEA GRANDE - E E JARDIM GLÓRIA,2830,MATERIAL FASE CONFORME,,NÃO,triagem_manual,P2,PROJ. Refeitório: Em conformidade. Normas utilizadas NÃO BÁSICO Vestiário: Não consta.,,aberto,,,NAO,VÁRZEA GRANDE - E E JARDIM GLÓRIA,True,arquitetura,true,ativo_arquitetura,normativo,E2 médio,arquitetura,cobertura/quadra,revisar norma,3,cobertura/quadra,"Revisar item normativo aplicável, ajustar solução e atualizar referência técnica no memorial/prancha.","No Revit 2025: abra a vista da prancha afetada, ajuste cotas/legenda/carimbo, valide em planta+corte e reexporte PDF da revisão.",Prancha/PDF revisado com item rastreável e observação de fechamento.,assets/previews/1° PARECER_JUNT - 001-2026 - VÁRZEA GRANDE - E E JARDIM GLÓRIA__p044.jpg,1° PARECER_JUNT - 001-2026 - VÁRZEA GRANDE - E E JARDIM GLÓRIA,44,alta,PROJ. Refeitório: Em conformidade. Normas utilizadas NÃO BÁSICO Vestiário: Não consta.
1° PARECER_JUNT - 001-2026 - VÁRZEA GRANDE - E E JARDIM GLÓRIA,2847,MATERIAL FASE CONFORME,,N/A,triagem_manual,P3,"PROJ. peças (pintura, galvanização, N/A Deverá ser apresentado junto ao projeto executivo. EXECUTIVO revestimento, etc.) Bloco educacional: A planta chave deve apresentar uma representação clara, simplificada e abrangente do conjunto da edificação, permitindo a",,futuro_executivo_ou_nao_aplica,,,N/A,VÁRZEA GRANDE - E E JARDIM GLÓRIA,False,outros,false,desativado_nao_arquitetura,triagem,E1 rápido,arquitetura,orçamento/executivo,triagem técnica,0,orçamento/executivo,Fazer triagem técnica e definir ação objetiva para fechar o apontamento.,"No Revit 2025: validar item na vista correspondente, corrigir modelo/prancha e reemitir PDF de revisão.",Prancha/PDF revisado com item rastreável e observação de fechamento.,assets/previews/1° PARECER_JUNT - 001-2026 - VÁRZEA GRANDE - E E JARDIM GLÓRIA__p044.jpg,1° PARECER_JUNT - 001-2026 - VÁRZEA GRANDE - E E JARDIM GLÓRIA,44,alta,"PROJ. peças (pintura, galvanização, N/A Deverá ser apresentado junto ao projeto executivo. EXECUTIVO revestimento, etc.) Bloco educacional: A planta chave deve apresentar uma representação clara, simplificada e abrangente do conjunto da edificação, permitindo "
1° PARECER_JUNT - 001-2026 - VÁRZEA GRANDE - E E JARDIM GLÓRIA,2862,MATERIAL FASE CONFORME,,NÃO,grafico_prancha,P2,Mapa chave / planta de situação PROJ. ORGANIZAÇÃO NÃO da edificação BÁSICO PRANCHAS,,aberto,,,NAO,VÁRZEA GRANDE - E E JARDIM GLÓRIA,True,arquitetura,true,ativo_arquitetura,gráfico/prancha,E1 rápido,arquitetura,triagem operacional,corrigir prancha,1,triagem operacional,"Ajustar prancha (carimbo, legenda, cotas, representação, mapa) e republicar revisão da folha.","No Revit 2025: abra a vista da prancha afetada, ajuste cotas/legenda/carimbo, valide em planta+corte e reexporte PDF da revisão.",Prancha/PDF revisado com item rastreável e observação de fechamento.,assets/previews/1° PARECER_JUNT - 001-2026 - VÁRZEA GRANDE - E E JARDIM GLÓRIA__p045.jpg,1° PARECER_JUNT - 001-2026 - VÁRZEA GRANDE - E E JARDIM GLÓRIA,45,alta,Mapa chave / planta de situação PROJ. ORGANIZAÇÃO NÃO da edificação BÁSICO PRANCHAS
1° PARECER_JUNT - 001-2026 - VÁRZEA GRANDE - E E JARDIM GLÓRIA,2895,MATERIAL FASE CONFORME,,NÃO,cobertura_quadra,P2,PROJ. Escalas de representação NÃO Quadra poliesportiva: Em conformidade. BÁSICO Coberturas intermediárias: Não foi apresentado projeto de cobertura intermediárias.,,aberto,,,NAO,VÁRZEA GRANDE - E E JARDIM GLÓRIA,True,arquitetura,true,ativo_arquitetura,gráfico/prancha,E1 rápido,arquitetura,cobertura/quadra,corrigir prancha,1,cobertura/quadra,"Ajustar prancha (carimbo, legenda, cotas, representação, mapa) e republicar revisão da folha.","No Revit 2025: abra a vista da prancha afetada, ajuste cotas/legenda/carimbo, valide em planta+corte e reexporte PDF da revisão.",Prancha/PDF revisado com item rastreável e observação de fechamento.,assets/previews/1° PARECER_JUNT - 001-2026 - VÁRZEA GRANDE - E E JARDIM GLÓRIA__p045.jpg,1° PARECER_JUNT - 001-2026 - VÁRZEA GRANDE - E E JARDIM GLÓRIA,45,alta,PROJ. Escalas de representação NÃO Quadra poliesportiva: Em conformidade. BÁSICO Coberturas intermediárias: Não foi apresentado projeto de cobertura intermediárias.
1° PARECER_JUNT - 001-2026 - VÁRZEA GRANDE - E E JARDIM GLÓRIA,2912,MATERIAL FASE CONFORME,,NÃO,grafico_prancha;cobertura_quadra,P2,PROJ. Sobreposição de textos NÃO Quadra poliesportiva: Em conformidade. BÁSICO Coberturas intermediárias: Não foi apresentado projeto de cobertura intermediárias.,,aberto,,,NAO,VÁRZEA GRANDE - E E JARDIM GLÓRIA,True,arquitetura,true,ativo_arquitetura,gráfico/prancha,E1 rápido,arquitetura,cobertura/quadra,corrigir prancha,1,cobertura/quadra,"Ajustar prancha (carimbo, legenda, cotas, representação, mapa) e republicar revisão da folha.","No Revit 2025: abra a vista da prancha afetada, ajuste cotas/legenda/carimbo, valide em planta+corte e reexporte PDF da revisão.",Prancha/PDF revisado com item rastreável e observação de fechamento.,assets/previews/1° PARECER_JUNT - 001-2026 - VÁRZEA GRANDE - E E JARDIM GLÓRIA__p045.jpg,1° PARECER_JUNT - 001-2026 - VÁRZEA GRANDE - E E JARDIM GLÓRIA,45,alta,PROJ. Sobreposição de textos NÃO Quadra poliesportiva: Em conformidade. BÁSICO Coberturas intermediárias: Não foi apresentado projeto de cobertura intermediárias.
1° PARECER_JUNT - 001-2026 - VÁRZEA GRANDE - E E JARDIM GLÓRIA,2925,MATERIAL FASE CONFORME,,NÃO,cobertura_quadra,P2,Espessura de linhas e cores de PROJ. NÃO Quadra poliesportiva: Em conformidade. impressão BÁSICO Coberturas intermediárias: Não foi apresentado projeto de cobertura intermediárias.,,aberto,,,NAO,VÁRZEA GRANDE - E E JARDIM GLÓRIA,True,arquitetura,true,ativo_arquitetura,triagem,E1 rápido,arquitetura,cobertura/quadra,triagem técnica,1,cobertura/quadra,Fazer triagem técnica e definir ação objetiva para fechar o apontamento.,"No Revit 2025: abra a vista da prancha afetada, ajuste cotas/legenda/carimbo, valide em planta+corte e reexporte PDF da revisão.",Prancha/PDF revisado com item rastreável e observação de fechamento.,assets/previews/1° PARECER_JUNT - 001-2026 - VÁRZEA GRANDE - E E JARDIM GLÓRIA__p046.jpg,1° PARECER_JUNT - 001-2026 - VÁRZEA GRANDE - E E JARDIM GLÓRIA,46,alta,Espessura de linhas e cores de PROJ. NÃO Quadra poliesportiva: Em conformidade. impressão BÁSICO Coberturas intermediárias: Não foi apresentado projeto de cobertura intermediárias.
1° PARECER_JUNT - 001-2026 - VÁRZEA GRANDE - E E JARDIM GLÓRIA,2938,MATERIAL FASE CONFORME,,NÃO,grafico_prancha;cobertura_quadra,P2,Organização e numeração de PROJ. NÃO Quadra poliesportiva: Em conformidade. pranchas BÁSICO Coberturas intermediárias: Não foi apresentado projeto de cobertura intermediárias.,,aberto,,,NAO,VÁRZEA GRANDE - E E JARDIM GLÓRIA,True,arquitetura,true,ativo_arquitetura,gráfico/prancha,E1 rápido,arquitetura,cobertura/quadra,corrigir prancha,1,cobertura/quadra,"Ajustar prancha (carimbo, legenda, cotas, representação, mapa) e republicar revisão da folha.","No Revit 2025: abra a vista da prancha afetada, ajuste cotas/legenda/carimbo, valide em planta+corte e reexporte PDF da revisão.",Prancha/PDF revisado com item rastreável e observação de fechamento.,assets/previews/1° PARECER_JUNT - 001-2026 - VÁRZEA GRANDE - E E JARDIM GLÓRIA__p046.jpg,1° PARECER_JUNT - 001-2026 - VÁRZEA GRANDE - E E JARDIM GLÓRIA,46,alta,Organização e numeração de PROJ. NÃO Quadra poliesportiva: Em conformidade. pranchas BÁSICO Coberturas intermediárias: Não foi apresentado projeto de cobertura intermediárias.
1° PARECER_JUNT - 001-2026 - VÁRZEA GRANDE - E E JARDIM GLÓRIA,2953,MATERIAL FASE CONFORME,,N/A,triagem_manual,P3,PROJ. Responsável técnico N/A Deverá ser apresentado junto ao projeto executivo. EXECUTIVO PROJ. Contratante N/A Deverá ser apresentado junto ao projeto executivo. EXECUTIVO,,futuro_executivo_ou_nao_aplica,,,N/A,VÁRZEA GRANDE - E E JARDIM GLÓRIA,False,outros,false,desativado_nao_arquitetura,triagem,E1 rápido,arquitetura,orçamento/executivo,triagem técnica,0,orçamento/executivo,Fazer triagem técnica e definir ação objetiva para fechar o apontamento.,"No Revit 2025: validar item na vista correspondente, corrigir modelo/prancha e reemitir PDF de revisão.",Prancha/PDF revisado com item rastreável e observação de fechamento.,assets/previews/1° PARECER_JUNT - 001-2026 - VÁRZEA GRANDE - E E JARDIM GLÓRIA__p046.jpg,1° PARECER_JUNT - 001-2026 - VÁRZEA GRANDE - E E JARDIM GLÓRIA,46,alta,PROJ. Responsável técnico N/A Deverá ser apresentado junto ao projeto executivo. EXECUTIVO PROJ. Contratante N/A Deverá ser apresentado junto ao projeto executivo. EXECUTIVO
